year;area km²;consunit
2010;2,30;RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA
2010;0,14;RESERVA EXTRATIVISTA CATUÁ-IPIXUNA
2010;11,62;RESERVA BIOLÓGICA DO GURUPI
2010;3,94;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA
2010;0,42;RESERVA EXTRATIVISTA DO RIO JUTAÍ
2010;0,94;FLORESTA NACIONAL DE TAPAJÓS
2010;0,24;RESERVA EXTRATIVISTA DO RIO UNINI
2010;0,03;RESERVA EXTRATIVISTA  DO RIO CAUTÁRIO
2010;38,91;RESERVA EXTRATIVISTA JACI-PARANÁ
2010;4,98;ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA
2010;0,14;PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS
2010;1,48;PARQUE NACIONAL DA SERRA DO PARDO
2010;0,25;PARQUE NACIONAL DO CABO ORANGE
2010;0,17;RESERVA BIOLÓGICA DO JARU
2010;0,52;ÁREA DE PROTEÇÃO AMBIENTAL NHAMUNDÁ
2010;0,34;RESERVA EXTRATIVISTA ARAPIXI
2010;0,37;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA
2010;0,97;RESERVA BIOLÓGICA DO RIO TROMBETAS
2010;0,04;ÁREA DE PROTEÇÃO AMBIENTAL DOS CAMPOS DE MANICORÉ
2010;1,47;RESERVA EXTRATIVISTA DO MéDIO PURúS
2010;1,67;FLORESTA NACIONAL DE ITAITUBA II
2010;0,08;PARQUE ESTADUAL DO BACANGA
2010;0,55;RESERVA EXTRATIVISTA DO RIO GREGÓRIO
2010;1,04;RESERVA EXTRATIVISTA MAPUÁ
2010;0,96;FLORESTA ESTADUAL MAÚES
2010;1,14;PARQUE ESTADUAL SERRA RICARDO FRANCO
2010;0,25;FLORESTA NACIONAL DE ITACAIUNAS
2010;0,26;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO
2010;0,56;FLORESTA NACIONAL DE PAU-ROSA
2010;1,42;PARQUE NACIONAL MAPINGUARI
2010;1,30;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO
2010;2,64;FLORESTA NACIONAL ALTAMIRA
2010;0,83;RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT
2010;0,04;RESERVA EXTRATIVISTA MARINHA CUINARANA
2010;7,35;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES
2010;0,61;PARQUE NACIONAL DO JURUENA
2010;0,88;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM
2010;0,26;RESERVA BIOLÓGICA DO UATUMÃ
2010;0,94;PARQUE NACIONAL DA AMAZÔNIA
2010;0,21;FLORESTA NACIONAL DE AMAPÁ
2010;0,62;RESERVA EXTRATIVISTA RIO CAUTÁRIO
2010;3,60;RESERVA EXTRATIVISTA TAPAJÓS ARAPIUNS
2010;11,83;FLORESTA NACIONAL DO JAMANXIM
2010;6,76;ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO
2010;0,36;ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA
2010;0,00;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PUCURUÍ - ARARÃO
2010;0,18;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS
2010;0,82;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS
2010;0,73;RESERVA BIOLÓGICA DO ABUFARI
2010;0,70;RESERVA EXTRATIVISTA AUATÍ-PARANÁ
2010;9,57;FLORESTA ESTADUAL DO AMAPÁ
2010;5,71;RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO
2010;33,32;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ
2010;11,19;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ
2010;3,51;RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE
2010;0,66;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS
2010;0,17;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA
2010;1,07;RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO
2010;0,80;PARQUE NACIONAL DO JAÚ
2010;0,46;ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SANTA ISABEL
2010;0,10;ESTAçãO ECOLóGICA DO RIO ROOSEVELT
2010;1,48;PARQUE NACIONAL DO RIO NOVO
2010;0,07;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO TUPÉ
2010;0,92;RESERVA EXTRATIVISTA RIO OURO PRETO
2010;0,57;ÁREA DE PROTEÇÃO AMBIENTAL MEANDROS DO ARAGUAIA
2010;0,06;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA
2010;0,92;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA
2010;1,32;FLORESTA ESTADUAL DE IRIRI
2010;1,64;FLORESTA NACIONAL DE BOM FUTURO
2010;0,13;PARQUE NACIONAL DO MONTE RORAIMA
2010;0,29;ÁREA DE PROTEçãO AMBIENTAL DA REGIãO DO MARACANã
2010;0,07;FLORESTA NACIONAL DE HUMAITÁ
2010;0,08;RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO
2010;0,16;ESTAÇÃO ECOLÓGICA DE MARACÁ
2010;0,54;FLORESTA NACIONAL DO IQUIRI
2010;0,20;RESERVA EXTRATIVISTA RIO XINGU
2010;0,29;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERINGAL NOVA ESPERANÇA
2010;0,10;RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA
2010;0,13;FLORESTA NACIONAL DE MULATA
2010;0,30;RESERVA EXTRATIVISTA BAIXO JURUÁ
2010;0,31;RESERVA EXTRATIVISTA ITUXí
2010;0,05;FLORESTA NACIONAL DE PURUS
2010;0,08;FLORESTA NACIONAL DE URUPADI
2010;0,50;ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO
2010;6,43;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM
2010;0,05;PARQUE NACIONAL DE ANAVILHANAS
2010;0,31;PARQUE NACIONAL DO ACARI
2010;0,62;FLORESTA NACIONAL DE CARAJÁS
2010;6,41;RESERVA EXTRATIVISTA CHICO MENDES
2010;0,76;ÁREA DE PROTEÇÃO AMBIENTAL  TAPURUQUARA
2010;2,96;RESERVA EXTRATIVISTA IPAÚ-ANILZINHO
2010;5,11;PARQUE NACIONAL DA SERRA DO DIVISOR
2010;3,97;PARQUE NACIONAL DO PICO DA NEBLINA
2010;1,05;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ
2010;1,81;PARQUE NACIONAL DO JAMANXIM
2010;15,82;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS
2010;2,27;FLORESTA NACIONAL DE RORAIMA
2010;1,74;RESERVA BIOLÓGICA DE MAICURU
2010;3,84;ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ
2010;1,02;AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA
2010;0,14;RESERVA EXTRATIVISTA RIO PACAÁS NOVOS
2010;0,15;FLORESTA NACIONAL DO AMAZONAS
2010;0,90;FLORESTA ESTADUAL DE FARO
2010;0,21;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C)
2010;0,15;PARQUE ESTADUAL SERRA DO ARACÁ
2010;0,08;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU
2010;2,68;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES
2010;0,55;ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO
2010;0,10;FLORESTA ESTADUAL CANUTAMA
2010;0,10;PARQUE ESTADUAL SERRA SANTA BÁRBARA
2010;0,12;PARQUE ESTADUAL DO ARAGUAIAA
2010;0,06;RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA
2010;3,25;RESERVA EXTRATIVISTA ALTO TARAUACÁ
2010;1,89;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ
2010;0,17;PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS
2010;0,62;FLORESTA NACIONAL DO AMANÁ
2010;0,81;FLORESTA ESTADUAL DO TROMBETAS
2010;0,43;RESERVA EXTRATIVISTA MÉDIO JURUÁ
2010;1,67;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO
2010;0,18;FLORESTA NACIONAL DE CAXIUANÃ
2010;0,19;RESERVA EXTRATIVISTA MARACANÃ
2010;0,31;ESTAçãO ECOLóGICA ALTO MAUéS
2010;0,24;PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE
2010;0,44;RESERVA EXTRATIVISTA MARINHA DE SOURE
2010;0,09;FLORESTA NACIONAL DO JAMARI
2010;2,68;RESERVA EXTRATIVISTA DO LAGO DO CAPANÃ GRANDE
2010;1,68;FLORESTA NACIONAL DE SANTA ROSA DO PURUS
2010;0,80;RESERVA EXTRATIVISTA MATA GRANDE
2010;0,92;FLORESTA NACIONAL DE TAPIRAPÉ-AQUIRI
2010;1,20;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ
2010;0,17;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO
2010;6,39;FLORESTA NACIONAL DE TEFÉ
2010;0,14;PARQUE NACIONAL DO ARAGUAIA
2010;1,70;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA
2010;0,37;RESERVA EXTRATIVISTA RIO PRETO-JACUNDÁ
2010;0,44;FLORESTA NACIONAL DE BALATA-TUFARI
2009;0,35;RESERVA EXTRATIVISTA BAIXO JURUÁ
2009;197,49;ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU
2009;2,40;ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO
2009;0,73;FLORESTA NACIONAL DO CREPORI
2009;4,37;FLORESTA NACIONAL DE SARACÁ-TAQUERA
2009;0,92;RESERVA BIOLÓGICA DO GUAPORÉ
2009;0,16;RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO
2009;11,98;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE
2009;17,60;RESERVA EXTRATIVISTA VERDE PARA SEMPRE
2009;0,08;FLORESTA ESTADUAL DE TAPAUÁ
2009;0,21;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO CEDRO
2009;0,11;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ
2009;0,52;ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ
2009;0,39;FLORESTA NACIONAL DO ARIPUANÃ
2009;5,41;RESERVA EXTRATIVISTA RIO CAJARI
2009;0,31;"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B"""
2009;0,46;ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA
2009;0,01;FLORESTA NACIONAL DE JATUARANA
2009;0,74;RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA
2009;2,76;RESERVA EXTRATIVISTA RENASCER
2009;19,93;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI
2009;1,09;FLORESTA NACIONAL DO TRAIRÃO
2009;1,13;RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA
2009;0,05;RESERVA EXTRATIVISTA PIQUIÁ
2009;0,07;RESERVA EXTRATIVISTA CATUÁ-IPIXUNA
2009;27,63;RESERVA BIOLÓGICA DO GURUPI
2009;0,86;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA
2009;0,59;RESERVA EXTRATIVISTA DO RIO JUTAÍ
2009;1,11;FLORESTA NACIONAL DE TAPAJÓS
2009;0,00;ESTAçãO ECOLóGICA DO RIO RONURO
2009;6,21;RESERVA EXTRATIVISTA JACI-PARANÁ
2009;6,89;ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA
2009;0,07;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ
2009;0,78;PARQUE NACIONAL DA SERRA DO PARDO
2009;0,43;PARQUE NACIONAL DO CABO ORANGE
2009;0,81;RESERVA BIOLÓGICA DO JARU
2009;0,56;RESERVA EXTRATIVISTA ARAPIXI
2009;0,15;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA
2009;0,23;ÁREA DE PROTEÇÃO AMBIENTAL DOS CAMPOS DE MANICORÉ
2009;0,11;RESERVA EXTRATIVISTA IPÊ
2009;0,60;RESERVA EXTRATIVISTA DO MéDIO PURúS
2009;1,58;FLORESTA NACIONAL DE ITAITUBA II
2009;0,74;RESERVA EXTRATIVISTA MAPUÁ
2009;0,13;PARQUE ESTADUAL DE CORUMBIARA
2009;0,16;RESERVA EXTRATIVISTA PEDRAS NEGRAS
2009;2,53;PARQUE ESTADUAL SERRA RICARDO FRANCO
2009;1,92;FLORESTA NACIONAL DE ITACAIUNAS
2009;0,95;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO
2009;0,18;FLORESTA NACIONAL DE PAU-ROSA
2009;0,83;PARQUE NACIONAL MAPINGUARI
2009;3,13;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO
2009;15,01;FLORESTA NACIONAL ALTAMIRA
2009;2,24;RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT
2009;8,40;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES
2009;1,31;FLORESTA ESTADUAL DO PARU
2009;1,99;PARQUE NACIONAL DA AMAZÔNIA
2009;0,91;RESERVA EXTRATIVISTA RIO CAUTÁRIO
2009;0,02;RESERVA EXTRATIVISTA CASTANHEIRA
2009;0,02;RESERVA EXTRATIVISTA DE CURURUPU
2009;3,11;RESERVA EXTRATIVISTA TAPAJÓS ARAPIUNS
2009;0,09;ÁREA DE PROTEÇÃO AMBIENTAL LAGO DO AMAPÁ
2009;103,36;FLORESTA NACIONAL DO JAMANXIM
2009;7,38;ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO
2009;0,15;ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA
2009;0,75;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS
2009;0,73;RESERVA EXTRATIVISTA RIO IRIRI
2009;0,08;RESERVA EXTRATIVISTA AUATÍ-PARANÁ
2009;0,17;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU
2009;9,56;FLORESTA ESTADUAL DO AMAPÁ
2009;3,49;RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO
2009;7,76;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ
2009;1,12;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ
2009;0,08;RESERVA EXTRATIVISTA ITAPETININGA
2009;0,28;RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE
2009;0,24;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS
2009;0,09;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA
2009;3,30;RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO
2009;0,18;PARQUE NACIONAL DO JAÚ
2009;0,10;PARQUE NACIONAL DO RIO NOVO
2009;2,97;RESERVA EXTRATIVISTA RIO OURO PRETO
2009;0,07;PARQUE NACIONAL DE PACAÁS NOVOS
2009;0,18;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA
2009;0,13;RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ
2009;0,25;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA
2009;4,27;FLORESTA ESTADUAL DE IRIRI
2009;2,52;FLORESTA NACIONAL DE BOM FUTURO
2009;0,25;RESERVA BIOLÓGICA DO MANICORÉ
2009;0,00;RESERVA EXTRATIVISTA MARACATIARA
2009;2,81;FLORESTA NACIONAL DO IQUIRI
2009;0,25;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERINGAL NOVA ESPERANÇA
2009;0,14;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO MADEIRA
2009;15,17;ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS
2009;0,36;PARQUE ESTADUAL CRISTALINO
2009;0,06;RESERVA EXTRATIVISTA CANUTAMA
2009;0,06;RESERVA EXTRATIVISTA ITUXí
2009;0,49;FLORESTA NACIONAL DE PURUS
2009;1,25;ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO
2009;3,30;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM
2009;0,23;PARQUE NACIONAL DE ANAVILHANAS
2009;1,90;FLORESTA NACIONAL DE CARAJÁS
2009;3,68;RESERVA EXTRATIVISTA CHICO MENDES
2009;0,10;ÁREA DE PROTEÇÃO AMBIENTAL  TAPURUQUARA
2009;1,95;RESERVA EXTRATIVISTA IPAÚ-ANILZINHO
2009;0,01;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CRISTALINO I
2009;0,70;PARQUE NACIONAL DA SERRA DO DIVISOR
2009;0,09;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ
2009;3,04;PARQUE NACIONAL DO JAMANXIM
2009;0,20;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS
2009;0,54;ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES
2009;1,25;FLORESTA NACIONAL DE BALATA-TUFARI
2009;0,59;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU
2009;0,13;RESERVA BIOLÓGICA DE MAICURU
2009;0,38;AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA
2009;0,48;FLORESTA ESTADUAL DE FARO
2009;0,07;PARQUE ESTADUAL SERRA DO ARACÁ
2009;7,10;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES
2009;0,72;ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO
2009;0,20;FLORESTA ESTADUAL CANUTAMA
2009;0,14;PARQUE ESTADUAL SERRA SANTA BÁRBARA
2009;0,11;RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA
2009;0,11;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO GAVIÃO
2009;0,62;RESERVA EXTRATIVISTA ALTO TARAUACÁ
2009;0,14;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ
2009;0,25;RESERVA EXTRATIVISTA AQUARIQUARA
2009;2,43;FLORESTA NACIONAL DO AMANÁ
2009;0,28;RESERVA EXTRATIVISTA MÉDIO JURUÁ
2009;1,41;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO
2009;0,00;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE
2009;0,17;ESTAçãO ECOLóGICA ALTO MAUéS
2009;0,53;RESERVA EXTRATIVISTA DO CIRIÁCO
2009;0,14;RESERVA EXTRATIVISTA MARINHA DE SOURE
2009;0,18;FLORESTA NACIONAL DO JAMARI
2009;0,07;RESERVA EXTRATIVISTA DO LAGO DO CAPANÃ GRANDE
2009;0,30;FLORESTA NACIONAL DE SANTA ROSA DO PURUS
2009;1,72;RESERVA EXTRATIVISTA MATA GRANDE
2009;0,09;PARQUE NACIONAL NASCENTES DO LAGO JARI
2009;7,82;FLORESTA NACIONAL DE TAPIRAPÉ-AQUIRI
2009;0,10;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ
2009;0,41;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO
2009;2,99;FLORESTA NACIONAL DE TEFÉ
2009;0,17;PARQUE NACIONAL DO ARAGUAIA
2009;0,03;RESERVA EXTRATIVISTA FREIJÓ
2009;0,18;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA
2009;0,09;RESERVA EXTRATIVISTA RIO PRETO-JACUNDÁ
2009;0,49;FLORESTA ESTADUAL MAÚES
2009;0,47;FLORESTA NACIONAL DE RORAIMA
2008;0,46;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO
2008;0,40;RESERVA EXTRATIVISTA BAIXO JURUÁ
2008;254,40;ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU
2008;3,38;ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO
2008;0,27;FLORESTA NACIONAL DO CREPORI
2008;0,16;PARQUE ESTADUAL SERRA DOS REIS
2008;0,12;RESERVA EXTRATIVISTA SÃO JOÃO DA PONTA
2008;3,38;FLORESTA NACIONAL DE SARACÁ-TAQUERA
2008;1,91;RESERVA BIOLÓGICA DO GUAPORÉ
2008;0,22;RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO
2008;0,58;ÁREA DE PROTEÇÃO AMBIENTAL DE ALTER DO CHÃO
2008;45,91;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE
2008;0,17;ÁREA DE PROTEÇÃO AMBIENTAL DO JUÁ
2008;11,58;RESERVA EXTRATIVISTA VERDE PARA SEMPRE
2008;0,08;PARQUE ESTADUAL CHANDLESS
2008;0,27;FLORESTA ESTADUAL DE TAPAUÁ
2008;7,89;RESERVA EXTRATIVISTA ALTO JURUÁ
2008;0,17;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ
2008;1,25;ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO
2008;0,07;FLORESTA NACIONAL DO ARIPUANÃ
2008;7,62;RESERVA EXTRATIVISTA RIO CAJARI
2008;2,24;"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B"""
2008;0,01;RESERVA EXTRATIVISTA BAIXO RIO BRANCO JAUAPERI
2008;0,54;ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA
2008;1,07;RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA
2008;8,82;RESERVA EXTRATIVISTA RENASCER
2008;46,61;ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI
2008;1,47;FLORESTA NACIONAL DO TRAIRÃO
2008;0,06;RESERVA BIOLÓGICA MORRO DOS SEIS LAGOS
2008;0,13;RESERVA EXTRATIVISTA CATUÁ-IPIXUNA
2008;36,48;RESERVA BIOLÓGICA DO GURUPI
2008;0,09;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL CAMPO DAS MANGABAS
2008;0,17;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA
2008;1,08;RESERVA EXTRATIVISTA DO RIO JUTAÍ
2008;1,20;FLORESTA NACIONAL DE TAPAJÓS
2008;0,16;RESERVA EXTRATIVISTA DO RIO UNINI
2008;13,73;RESERVA EXTRATIVISTA JACI-PARANÁ
2008;2,16;ESTAÇÃO ECOLÓGICA SAMUEL
2008;13,17;ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA
2008;2,01;PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS
2008;0,21;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ
2008;1,43;PARQUE NACIONAL DA SERRA DO PARDO
2008;0,45;PARQUE NACIONAL DO CABO ORANGE
2008;1,68;RESERVA BIOLÓGICA DO JARU
2008;0,09;RESERVA EXTRATIVISTA ARAPIXI
2008;0,09;RESERVA BIOLÓGICA DO RIO TROMBETAS
2008;0,57;RESERVA EXTRATIVISTA DO MéDIO PURúS
2008;4,98;FLORESTA NACIONAL DE ITAITUBA II
2008;1,73;PARQUE ESTADUAL DO BACANGA
2008;0,46;RESERVA EXTRATIVISTA DO RIO GREGÓRIO
2008;0,00;RESERVA EXTRATIVISTA MAPUÁ
2008;0,58;FLORESTA ESTADUAL MAÚES
2008;0,08;RESERVA EXTRATIVISTA PEDRAS NEGRAS
2008;8,74;PARQUE ESTADUAL SERRA RICARDO FRANCO
2008;6,52;FLORESTA NACIONAL DE ITACAIUNAS
2008;0,43;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO
2008;0,58;FLORESTA NACIONAL DE PAU-ROSA
2008;12,42;PARQUE NACIONAL MAPINGUARI
2008;0,06;RESERVA BIOLÓGICA DO UATUMÃ
2008;8,87;FLORESTA NACIONAL ALTAMIRA
2008;1,75;RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT
2008;0,01;RESERVA EXTRATIVISTA MARINHA CUINARANA
2008;2,02;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES
2008;3,56;PARQUE NACIONAL DO JURUENA
2008;2,24;FLORESTA ESTADUAL DO PARU
2008;2,09;PARQUE NACIONAL DA AMAZÔNIA
2008;0,07;FLORESTA NACIONAL DE AMAPÁ
2008;1,97;RESERVA EXTRATIVISTA RIO CAUTÁRIO
2008;0,23;RESERVA EXTRATIVISTA DE CURURUPU
2008;2,40;RESERVA EXTRATIVISTA TAPAJÓS ARAPIUNS
2008;74,39;FLORESTA NACIONAL DO JAMANXIM
2008;9,44;ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO
2008;1,88;ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA
2008;0,36;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PUCURUÍ - ARARÃO
2008;3,85;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS
2008;0,39;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS
2008;8,12;RESERVA EXTRATIVISTA RIO IRIRI
2008;0,13;RESERVA BIOLÓGICA DO ABUFARI
2008;0,42;RESERVA EXTRATIVISTA AUATÍ-PARANÁ
2008;14,15;FLORESTA ESTADUAL DO AMAPÁ
2008;14,45;RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO
2008;5,20;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ
2008;0,08;ESTAÇÃO ECOLÓGICA DE CUNIÃ
2008;0,06;ESTAÇÃO ECOLÓGICA DE JUTAÍ-SOLIMÕES
2008;1,38;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ
2008;0,21;PARQUE ESTADUAL RIO NEGRO SETOR NORTE
2008;1,53;RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE
2008;0,44;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS
2008;0,83;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA
2008;1,37;RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO
